age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
36,admin.,married,tertiary,no,211,yes,no,unknown,5,146,2,-1,0,unknown,no
46,admin.,married,secondary,no,4958,yes,no,cellular,17,64,3,150,5,other,no
26,unemployed,single,secondary,no,4,no,no,unknown,7,8,1,-1,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,28,13,14,-1,0,unknown,no
43,admin.,single,secondary,no,985,yes,yes,unknown,20,51,19,-1,0,unknown,no
34,self-employed,married,primary,no,712,yes,no,unknown,2,326,3,-1,0,unknown,no
29,services,married,secondary,no,13,no,no,cellular,10,90,1,-1,0,unknown,no
46,self-employed,married,primary,no,2747,no,no,cellular,21,162,2,-1,0,unknown,no
29,admin.,married,secondary,no,182,yes,yes,unknown,6,477,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,1236,2,-1,0,unknown,no
60,blue-collar,married,unknown,no,54,yes,no,unknown,5,221,1,-1,0,unknown,no
42,blue-collar,single,primary,no,1628,yes,no,cellular,5,119,1,195,8,success,no
33,housemaid,married,primary,no,1,yes,no,cellular,8,135,1,-1,0,unknown,no
38,management,married,tertiary,no,162,yes,no,cellular,21,143,1,-1,0,unknown,no
41,technician,married,secondary,no,102,yes,yes,unknown,14,387,9,-1,0,unknown,no
43,blue-collar,married,secondary,no,545,yes,no,cellular,21,144,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,356,yes,no,cellular,7,244,3,313,1,failure,no
35,technician,married,tertiary,no,703,no,no,cellular,20,169,1,-1,0,unknown,no
39,self-employed,single,tertiary,no,0,no,no,unknown,16,13,1,-1,0,unknown,no
28,admin.,married,tertiary,no,364,yes,no,unknown,16,169,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,24,yes,no,cellular,18,184,1,-1,0,unknown,no
28,management,single,tertiary,no,447,yes,yes,unknown,5,217,1,-1,0,unknown,no
34,services,single,tertiary,no,3119,no,no,cellular,16,306,1,-1,0,unknown,yes
51,management,single,tertiary,yes,-55,yes,no,cellular,18,119,6,-1,0,unknown,no
37,admin.,married,secondary,no,764,yes,no,cellular,16,108,5,-1,0,unknown,no
46,admin.,married,secondary,no,1083,no,no,cellular,25,67,9,-1,0,unknown,no
53,management,married,tertiary,no,7249,yes,yes,cellular,19,350,1,-1,0,unknown,no
42,unemployed,married,primary,no,259,yes,no,unknown,15,155,6,-1,0,unknown,no
52,services,divorced,secondary,no,43,yes,yes,cellular,11,131,2,-1,0,unknown,no
37,admin.,married,primary,no,214,yes,no,cellular,9,645,1,-1,0,unknown,yes
40,admin.,single,secondary,no,664,no,no,cellular,21,1342,2,-1,0,unknown,yes
20,student,single,unknown,no,2785,no,no,cellular,16,327,2,-1,0,unknown,yes
23,blue-collar,single,secondary,yes,-207,yes,no,unknown,3,277,1,-1,0,unknown,no
42,blue-collar,married,unknown,no,1154,yes,no,cellular,16,341,2,336,3,other,no
29,technician,married,primary,no,95,yes,no,cellular,21,255,1,-1,0,unknown,no
54,retired,married,secondary,no,918,yes,no,unknown,14,189,1,-1,0,unknown,no
55,management,married,tertiary,no,42,no,no,cellular,26,318,1,-1,0,unknown,no
31,technician,single,tertiary,no,110,no,no,cellular,21,238,4,-1,0,unknown,no
55,management,married,tertiary,no,0,yes,yes,cellular,3,187,2,-1,0,unknown,no
28,technician,married,tertiary,no,161,yes,no,cellular,20,268,2,-1,0,unknown,no
47,management,married,primary,no,4151,yes,no,unknown,14,114,1,-1,0,unknown,no
49,management,married,tertiary,no,223,no,no,cellular,28,22,22,-1,0,unknown,no
40,housemaid,single,tertiary,no,7441,no,no,cellular,31,1461,6,-1,0,unknown,yes
58,housemaid,married,primary,no,1274,no,no,unknown,18,35,7,-1,0,unknown,no
46,blue-collar,married,secondary,no,1685,yes,no,cellular,29,203,2,-1,0,unknown,no
34,management,married,tertiary,no,10031,yes,no,cellular,18,65,2,-1,0,unknown,no
50,admin.,married,tertiary,no,0,no,no,telephone,29,253,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,410,yes,yes,cellular,17,179,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,98,no,no,cellular,1,761,2,-1,0,unknown,no
65,unemployed,married,tertiary,no,0,no,no,cellular,10,465,1,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,23,518,1,147,2,success,yes
56,services,married,secondary,no,144,no,no,cellular,6,184,2,-1,0,unknown,no
32,admin.,married,secondary,no,1661,yes,no,cellular,5,76,1,209,2,failure,no
41,admin.,divorced,tertiary,no,-298,yes,no,cellular,5,397,1,-1,0,unknown,no
30,services,divorced,secondary,no,1016,yes,no,unknown,29,14,1,-1,0,unknown,no
31,technician,married,tertiary,no,1410,yes,no,unknown,21,42,1,-1,0,unknown,no
44,management,married,tertiary,no,1034,no,no,cellular,17,73,1,-1,0,unknown,no
55,services,divorced,primary,no,2923,yes,no,unknown,15,104,2,-1,0,unknown,no
54,management,married,primary,no,366,yes,no,unknown,15,589,1,-1,0,unknown,no
37,technician,single,tertiary,no,453,no,no,cellular,18,129,4,-1,0,unknown,no
27,management,married,tertiary,no,159,yes,no,cellular,25,295,2,-1,0,unknown,no
53,management,married,secondary,no,2693,no,no,cellular,5,90,1,104,1,failure,yes
55,housemaid,married,secondary,no,5,no,no,cellular,11,269,2,-1,0,unknown,no
34,technician,divorced,secondary,no,-276,yes,no,unknown,29,175,3,-1,0,unknown,no
57,management,married,tertiary,no,2681,no,no,cellular,11,266,2,-1,0,unknown,yes
41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,343,2,-1,0,unknown,no
33,management,divorced,tertiary,no,893,yes,no,cellular,29,259,1,259,9,failure,no
48,housemaid,single,secondary,no,71,no,no,cellular,28,97,3,-1,0,unknown,no
24,admin.,married,secondary,no,61,yes,yes,cellular,7,278,1,343,2,other,no
30,admin.,single,unknown,yes,1,no,no,unknown,9,307,1,-1,0,unknown,no
60,management,divorced,primary,no,38,yes,no,unknown,15,78,4,-1,0,unknown,no
41,management,married,tertiary,no,27696,no,no,cellular,12,147,2,104,1,failure,yes
32,management,married,tertiary,no,1969,no,no,cellular,18,271,8,-1,0,unknown,no
26,management,single,tertiary,no,194,no,no,cellular,22,407,2,-1,0,unknown,yes
34,blue-collar,married,primary,no,602,yes,no,cellular,16,680,1,-1,0,unknown,no
26,management,single,tertiary,no,222,no,no,cellular,26,192,1,334,1,failure,yes
31,admin.,married,secondary,no,799,yes,no,cellular,7,556,3,-1,0,unknown,no
52,management,married,secondary,no,5193,no,no,cellular,23,477,2,-1,0,unknown,no
51,management,married,secondary,no,1250,yes,no,cellular,12,209,2,-1,0,unknown,no
44,technician,married,secondary,yes,16486,yes,yes,cellular,19,275,3,-1,0,unknown,no
26,blue-collar,married,unknown,no,407,yes,no,unknown,28,346,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,11,4,355,1,other,no
47,management,married,tertiary,no,414,no,no,unknown,18,387,1,-1,0,unknown,no
35,management,married,tertiary,no,489,yes,no,cellular,17,109,3,-1,0,unknown,no
51,housemaid,married,primary,no,13292,no,no,unknown,16,1238,2,-1,0,unknown,no
30,management,single,tertiary,no,63,yes,no,cellular,20,260,1,320,1,other,no
49,technician,married,secondary,no,2400,no,no,cellular,21,262,3,-1,0,unknown,no
49,technician,married,unknown,no,1359,no,no,cellular,17,119,3,-1,0,unknown,no
30,blue-collar,divorced,primary,no,1,yes,no,unknown,6,63,9,-1,0,unknown,no
44,technician,married,secondary,no,-393,no,no,cellular,9,45,6,-1,0,unknown,no
36,management,married,tertiary,no,1113,no,no,cellular,1,212,1,-1,0,unknown,yes
43,self-employed,married,primary,no,9304,no,no,cellular,8,362,4,-1,0,unknown,no
36,technician,married,secondary,no,-257,no,no,cellular,8,24,26,-1,0,unknown,no
40,admin.,married,secondary,no,1412,no,no,cellular,31,48,3,-1,0,unknown,no
54,management,married,tertiary,no,195,no,yes,cellular,4,47,1,265,6,other,no
43,blue-collar,divorced,unknown,yes,1,no,no,unknown,20,188,1,-1,0,unknown,no
38,blue-collar,married,primary,no,3057,yes,no,unknown,11,133,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,952,yes,no,cellular,15,126,2,333,1,failure,no
43,services,single,secondary,no,532,yes,no,unknown,9,216,2,-1,0,unknown,no
36,blue-collar,married,primary,no,4138,no,no,unknown,12,174,1,-1,0,unknown,no
31,technician,married,secondary,no,4800,yes,no,cellular,29,165,4,-1,0,unknown,no
53,management,married,tertiary,yes,-252,no,yes,cellular,24,223,2,-1,0,unknown,no
34,services,single,secondary,no,1701,yes,no,unknown,21,245,1,-1,0,unknown,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,53,5,-1,0,unknown,no
49,technician,married,secondary,no,775,yes,no,unknown,16,135,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,89,yes,no,unknown,6,145,2,-1,0,unknown,no
37,services,single,primary,no,3715,yes,no,unknown,20,6,17,-1,0,unknown,no
56,blue-collar,married,primary,no,770,yes,no,unknown,20,59,3,-1,0,unknown,no
29,services,single,unknown,no,-70,yes,yes,cellular,12,146,1,356,1,failure,no
30,management,single,tertiary,no,775,yes,no,unknown,16,124,2,-1,0,unknown,no
51,housemaid,married,primary,no,1275,no,no,unknown,6,92,1,-1,0,unknown,no
39,management,divorced,tertiary,no,452,yes,no,unknown,12,232,2,-1,0,unknown,no
42,management,single,tertiary,no,0,no,no,cellular,7,99,1,-1,0,unknown,no
47,management,divorced,unknown,no,184,yes,no,cellular,10,144,1,-1,0,unknown,no
60,retired,married,secondary,no,1853,no,no,cellular,11,408,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,1903,yes,no,unknown,23,297,3,-1,0,unknown,no
33,services,married,secondary,no,968,yes,no,cellular,14,204,5,-1,0,unknown,no
56,blue-collar,married,unknown,no,0,no,no,cellular,18,82,3,-1,0,unknown,no
38,services,married,tertiary,no,1018,no,no,unknown,16,325,3,-1,0,unknown,no
38,management,single,tertiary,no,5244,no,no,cellular,8,310,4,-1,0,unknown,no
31,blue-collar,single,primary,no,528,yes,no,cellular,17,143,1,-1,0,unknown,no
60,retired,married,secondary,no,1853,no,no,cellular,10,234,1,183,1,success,yes
45,technician,married,unknown,no,1938,no,no,cellular,28,574,1,-1,0,unknown,no
32,student,single,unknown,no,2321,no,no,cellular,30,167,2,-1,0,unknown,no
48,blue-collar,married,primary,no,649,no,no,unknown,19,136,2,-1,0,unknown,no
48,services,divorced,secondary,no,569,yes,yes,unknown,26,151,1,-1,0,unknown,no
55,management,divorced,tertiary,no,1633,no,no,telephone,2,128,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,598,yes,no,unknown,13,69,11,-1,0,unknown,no
52,technician,divorced,secondary,no,388,yes,yes,unknown,27,139,1,-1,0,unknown,no
28,management,single,tertiary,no,672,no,no,cellular,4,174,1,-1,0,unknown,no
28,services,single,secondary,no,2385,yes,no,unknown,4,119,2,-1,0,unknown,no
60,unemployed,married,secondary,no,2000,no,no,cellular,8,58,1,-1,0,unknown,no
28,management,single,tertiary,no,187,no,no,cellular,9,206,1,92,1,success,yes
59,housemaid,married,primary,no,116,no,no,cellular,8,129,4,-1,0,unknown,no
78,retired,divorced,unknown,no,0,no,no,telephone,8,259,1,-1,0,unknown,no
53,blue-collar,single,unknown,no,0,no,no,unknown,12,140,7,-1,0,unknown,no
30,management,single,secondary,no,-62,no,yes,cellular,30,117,17,-1,0,unknown,no
57,services,divorced,secondary,no,4664,no,no,cellular,30,103,1,-1,0,unknown,no
35,technician,single,tertiary,no,33,no,no,cellular,29,300,2,-1,0,unknown,no
46,services,married,secondary,no,53,no,yes,cellular,28,31,3,-1,0,unknown,no
39,management,married,secondary,no,315,yes,no,telephone,17,141,4,-1,0,unknown,no
39,technician,single,secondary,no,0,yes,no,cellular,13,6,7,175,4,other,no
54,management,married,tertiary,yes,-248,yes,yes,unknown,7,112,1,-1,0,unknown,no
36,technician,married,tertiary,no,629,yes,yes,cellular,29,109,1,246,1,failure,no
31,management,single,tertiary,no,3625,yes,no,cellular,19,112,1,180,2,failure,no
37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,108,1,-1,0,unknown,no
31,management,single,tertiary,no,581,yes,yes,cellular,28,572,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,124,yes,yes,cellular,29,125,19,-1,0,unknown,no
38,blue-collar,married,primary,no,580,yes,no,unknown,30,572,6,-1,0,unknown,no
23,student,single,secondary,no,151,yes,no,unknown,9,97,1,-1,0,unknown,no
27,technician,single,tertiary,no,28,no,no,cellular,28,174,1,-1,0,unknown,no
33,technician,divorced,secondary,no,140,yes,no,unknown,5,227,1,-1,0,unknown,no
47,blue-collar,married,unknown,yes,162,no,no,cellular,25,366,3,-1,0,unknown,yes
36,blue-collar,married,secondary,no,-190,yes,no,unknown,27,348,2,-1,0,unknown,no
32,management,single,tertiary,no,311,no,no,unknown,12,757,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,246,no,no,unknown,6,119,1,-1,0,unknown,no
44,housemaid,married,tertiary,no,460,no,no,unknown,17,491,1,-1,0,unknown,no
25,technician,single,tertiary,no,43,yes,yes,unknown,28,738,1,-1,0,unknown,no
43,admin.,single,secondary,no,2527,yes,no,unknown,7,276,4,-1,0,unknown,no
39,technician,single,secondary,no,-237,yes,no,cellular,14,64,2,-1,0,unknown,no
41,self-employed,married,secondary,no,323,yes,no,cellular,17,949,2,254,6,other,yes
60,technician,married,secondary,no,-247,yes,no,telephone,12,472,2,351,1,failure,no
42,technician,married,secondary,no,233,no,no,cellular,8,98,1,231,4,failure,no
56,technician,married,secondary,no,4073,no,no,cellular,27,239,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,1412,yes,yes,cellular,18,149,1,175,2,failure,no
37,management,married,tertiary,no,591,yes,no,cellular,7,181,2,255,5,failure,no
43,blue-collar,divorced,secondary,no,59,yes,no,cellular,13,157,3,-1,0,unknown,no
24,student,single,secondary,no,1123,no,no,cellular,13,475,1,412,1,other,yes
59,housemaid,married,primary,no,500,no,no,unknown,5,94,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,-271,yes,no,unknown,9,172,1,-1,0,unknown,no
60,retired,married,secondary,no,781,yes,yes,cellular,12,128,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,1988,yes,no,telephone,29,53,1,266,2,failure,no
45,services,married,secondary,no,133,no,no,cellular,21,358,3,-1,0,unknown,no
36,entrepreneur,married,primary,no,6317,no,no,unknown,12,478,2,-1,0,unknown,no
35,admin.,single,secondary,no,203,yes,no,cellular,10,301,1,-1,0,unknown,no
34,technician,married,tertiary,no,31,no,no,unknown,24,108,1,-1,0,unknown,no
40,technician,married,unknown,no,0,no,yes,cellular,7,161,1,-1,0,unknown,no
49,technician,married,secondary,no,3635,yes,no,cellular,5,171,2,-1,0,unknown,no
51,entrepreneur,married,secondary,no,5403,yes,no,cellular,19,698,1,-1,0,unknown,no
25,self-employed,single,secondary,no,1242,yes,no,unknown,28,615,2,-1,0,unknown,yes
38,technician,divorced,secondary,no,410,no,no,cellular,11,63,6,-1,0,unknown,no
31,management,married,tertiary,no,5238,yes,yes,cellular,19,156,2,-1,0,unknown,no
36,management,married,tertiary,no,669,no,no,unknown,9,91,1,-1,0,unknown,no
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,12,78,5,-1,0,unknown,no
47,services,married,secondary,no,284,no,no,cellular,26,266,5,-1,0,unknown,no
35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,46,1,-1,0,unknown,no
56,entrepreneur,married,secondary,no,535,yes,yes,unknown,16,345,4,-1,0,unknown,no
41,admin.,married,secondary,no,3855,yes,no,unknown,19,657,2,-1,0,unknown,no
33,services,married,secondary,no,0,no,no,cellular,4,264,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,881,yes,yes,cellular,20,162,1,-1,0,unknown,no
34,unemployed,single,tertiary,no,906,yes,no,unknown,27,101,3,-1,0,unknown,no
30,services,single,secondary,no,581,yes,no,cellular,15,267,1,354,1,other,no
42,management,married,tertiary,no,831,yes,no,cellular,14,455,3,-1,0,unknown,no
46,technician,married,secondary,no,591,no,no,telephone,29,81,2,-1,0,unknown,no
45,admin.,divorced,secondary,no,875,yes,yes,unknown,23,292,2,-1,0,unknown,no
58,retired,married,primary,no,1987,no,no,telephone,14,185,4,-1,0,unknown,no
43,management,married,tertiary,no,1050,yes,yes,cellular,18,67,11,-1,0,unknown,no
38,admin.,single,unknown,no,0,yes,no,cellular,15,64,2,-1,0,unknown,no
29,admin.,single,secondary,no,163,yes,yes,unknown,16,803,1,-1,0,unknown,yes
55,management,married,secondary,no,0,yes,no,unknown,13,309,2,-1,0,unknown,no
47,self-employed,married,secondary,yes,2,no,no,cellular,5,236,2,-1,0,unknown,no
51,technician,married,secondary,no,564,no,yes,cellular,8,187,2,-1,0,unknown,no
52,services,married,secondary,no,992,yes,no,cellular,27,424,1,515,1,failure,yes
40,blue-collar,married,primary,no,32,yes,no,cellular,7,102,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,339,yes,no,unknown,26,100,2,-1,0,unknown,no
58,technician,married,tertiary,no,332,no,no,cellular,5,371,3,-1,0,unknown,no
44,services,married,secondary,no,-254,no,no,unknown,20,25,1,-1,0,unknown,no
59,blue-collar,divorced,secondary,no,4190,yes,no,cellular,20,221,1,-1,0,unknown,no
31,management,single,tertiary,no,-1206,yes,no,unknown,23,390,1,-1,0,unknown,no
45,management,married,tertiary,no,2220,yes,no,cellular,21,89,1,133,2,failure,no
32,blue-collar,married,primary,no,29050,yes,yes,unknown,21,563,2,-1,0,unknown,no
42,admin.,married,secondary,no,976,yes,no,cellular,18,69,7,-1,0,unknown,no
47,technician,single,unknown,no,-213,yes,no,unknown,26,168,1,-1,0,unknown,no
32,technician,single,secondary,no,1210,yes,yes,cellular,7,107,1,344,4,failure,no
27,blue-collar,single,primary,no,0,yes,no,unknown,16,576,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,77,no,yes,cellular,7,497,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,144,yes,no,unknown,21,202,3,-1,0,unknown,no
36,services,divorced,secondary,no,532,yes,no,cellular,29,391,1,241,1,failure,no
29,blue-collar,single,primary,no,-63,yes,no,unknown,16,410,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,228,no,no,cellular,6,744,1,88,4,other,yes
33,management,married,tertiary,no,71,no,no,cellular,26,335,3,102,2,failure,yes
46,admin.,single,tertiary,no,377,yes,no,unknown,5,98,2,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,cellular,6,84,2,169,3,failure,no
59,management,married,tertiary,no,1308,no,no,cellular,30,183,4,-1,0,unknown,no
58,services,divorced,secondary,no,739,yes,no,cellular,20,304,7,335,5,failure,no
34,unemployed,single,secondary,no,233,yes,no,cellular,8,11,8,365,4,failure,no
47,technician,married,secondary,no,10179,yes,no,unknown,9,179,2,-1,0,unknown,no
38,self-employed,married,secondary,no,-17,yes,no,cellular,17,110,3,326,1,other,no
59,retired,divorced,tertiary,no,3444,no,no,cellular,6,241,2,-1,0,unknown,yes
33,management,married,tertiary,no,4636,no,no,cellular,22,129,6,-1,0,unknown,no
60,unknown,married,primary,no,4722,no,no,unknown,20,459,3,-1,0,unknown,no
54,blue-collar,married,secondary,no,844,no,no,telephone,5,8,7,189,18,other,no
48,blue-collar,married,secondary,no,291,yes,no,cellular,23,448,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,203,yes,no,unknown,27,426,2,-1,0,unknown,no
53,self-employed,married,tertiary,no,235,no,no,unknown,18,112,3,-1,0,unknown,no
54,management,divorced,tertiary,no,124,no,no,cellular,27,119,11,-1,0,unknown,no
57,technician,married,tertiary,no,2887,yes,no,cellular,11,123,1,-1,0,unknown,no
55,management,married,tertiary,no,13578,no,no,cellular,29,247,2,-1,0,unknown,no
29,services,married,secondary,no,1057,yes,no,unknown,27,179,1,-1,0,unknown,no
36,technician,divorced,secondary,no,69,yes,no,cellular,12,61,2,369,3,failure,no
48,blue-collar,married,primary,no,3304,no,no,unknown,11,409,3,-1,0,unknown,no
51,services,divorced,secondary,no,974,yes,yes,cellular,29,255,4,-1,0,unknown,no
45,services,married,secondary,no,0,no,no,unknown,4,153,6,-1,0,unknown,no
39,blue-collar,single,primary,no,267,no,no,cellular,18,322,1,-1,0,unknown,no
45,management,married,tertiary,no,1529,no,no,cellular,30,160,1,-1,0,unknown,no
